id,data,nome,valor,tipo
1773,2023-08-02,Maria Santos,50.00,credito
1774,2023-08-03,Carlos Oliveira,200.12,debito
1775,2023-08-04,Ana Souza,75.00,credito
1776,2023-08-05,Fernanda Almeida,120.00,debito
1777,2023-08-06,Ricardo Lima,65.00,credito
1778,2023-08-07,Isabela Ferreira,83.40,debito
1779,2023-08-01,João Silva,150.23,debito
1780,2023-08-02,Maria Santos,50.00,credito
1781,2023-08-03,Carlos Oliveira,200.12,debito
1782,2023-08-04,Ana Souza,75.00,credito
1783,2023-08-05,Fernanda Almeida,120.00,debito
1784,2023-08-06,Ricardo Lima,65.00,credito
1785,2023-08-07,Isabela Ferreira,83.40,debito
1786,2023-08-01,João Silva,150.23,debito
1787,2023-08-02,Maria Santos,50.00,credito
1788,2023-08-03,Carlos Oliveira,200.12,debito
1789,2023-08-04,Ana Souza,75.00,credito
1790,2023-08-05,Fernanda Almeida,120.00,debito
1791,2023-08-06,Ricardo Lima,65.00,credito
1792,2023-08-07,Isabela Ferreira,83.40,debito
1793,2023-08-01,João Silva,150.23,debito
1794,2023-08-02,Maria Santos,50.00,credito
1795,2023-08-03,Carlos Oliveira,200.12,debito
1796,2023-08-04,Ana Souza,75.00,credito
1797,2023-08-05,Fernanda Almeida,120.00,debito
1798,2023-08-06,Ricardo Lima,65.00,credito
1799,2023-08-07,Isabela Ferreira,83.40,debito
1800,2023-08-01,João Silva,150.23,debito
1801,2023-08-02,Maria Santos,50.00,credito
1802,2023-08-03,Carlos Oliveira,200.12,debito
1803,2023-08-04,Ana Souza,75.00,credito
1804,2023-08-05,Fernanda Almeida,120.00,debito
1805,2023-08-06,Ricardo Lima,65.00,credito
1806,2023-08-07,Isabela Ferreira,83.40,debito
1807,2023-08-01,João Silva,150.23,debito
1808,2023-08-02,Maria Santos,50.00,credito
1809,2023-08-03,Carlos Oliveira,200.12,debito
1810,2023-08-04,Ana Souza,75.00,credito
1811,2023-08-05,Fernanda Almeida,120.00,debito
1812,2023-08-06,Ricardo Lima,65.00,credito
1813,2023-08-07,Isabela Ferreira,83.40,debito
1814,2023-08-01,João Silva,150.23,debito
1815,2023-08-02,Maria Santos,50.00,credito
1816,2023-08-03,Carlos Oliveira,200.12,debito
1817,2023-08-04,Ana Souza,75.00,credito
1818,2023-08-05,Fernanda Almeida,120.00,debito
1819,2023-08-06,Ricardo Lima,65.00,credito
1820,2023-08-07,Isabela Ferreira,83.40,debito
1821,2023-08-01,João Silva,150.23,debito
1822,2023-08-02,Maria Santos,50.00,credito
1823,2023-08-03,Carlos Oliveira,200.12,debito
1824,2023-08-04,Ana Souza,75.00,credito
1825,2023-08-05,Fernanda Almeida,120.00,debito
1826,2023-08-06,Ricardo Lima,65.00,credito
1827,2023-08-07,Isabela Ferreira,83.40,debito
1828,2023-08-01,João Silva,150.23,debito
1829,2023-08-02,Maria Santos,50.00,credito
1830,2023-08-03,Carlos Oliveira,200.12,debito
1831,2023-08-04,Ana Souza,75.00,credito
1832,2023-08-05,Fernanda Almeida,120.00,debito
1833,2023-08-06,Ricardo Lima,65.00,credito
1834,2023-08-07,Isabela Ferreira,83.40,debito
1835,2023-08-01,João Silva,150.23,debito
1836,2023-08-02,Maria Santos,50.00,credito
1837,2023-08-03,Carlos Oliveira,200.12,debito
1838,2023-08-04,Ana Souza,75.00,credito
1839,2023-08-05,Fernanda Almeida,120.00,debito
1840,2023-08-06,Ricardo Lima,65.00,credito
1841,2023-08-07,Isabela Ferreira,83.40,debito
1842,2023-08-01,João Silva,150.23,debito
1843,2023-08-02,Maria Santos,50.00,credito
1844,2023-08-03,Carlos Oliveira,200.12,debito
1845,2023-08-04,Ana Souza,75.00,credito
1846,2023-08-05,Fernanda Almeida,120.00,debito
1847,2023-08-06,Ricardo Lima,65.00,credito
1848,2023-08-07,Isabela Ferreira,83.40,debito
1849,2023-08-01,João Silva,150.23,debito
1850,2023-08-02,Maria Santos,50.00,credito
1851,2023-08-03,Carlos Oliveira,200.12,debito
1852,2023-08-04,Ana Souza,75.00,credito
1853,2023-08-05,Fernanda Almeida,120.00,debito
1854,2023-08-06,Ricardo Lima,65.00,credito
1855,2023-08-07,Isabela Ferreira,83.40,debito
1856,2023-08-01,João Silva,150.23,debito
1857,2023-08-02,Maria Santos,50.00,credito
1858,2023-08-03,Carlos Oliveira,200.12,debito
1859,2023-08-04,Ana Souza,75.00,credito
1860,2023-08-05,Fernanda Almeida,120.00,debito
1861,2023-08-06,Ricardo Lima,65.00,credito
1862,2023-08-07,Isabela Ferreira,83.40,debito
1863,2023-08-01,João Silva,150.23,debito
1864,2023-08-02,Maria Santos,50.00,credito
1865,2023-08-03,Carlos Oliveira,200.12,debito
1866,2023-08-04,Ana Souza,75.00,credito
1867,2023-08-05,Fernanda Almeida,120.00,debito
1868,2023-08-06,Ricardo Lima,65.00,credito
1869,2023-08-07,Isabela Ferreira,83.40,debito
1870,2023-08-01,João Silva,150.23,debito
1871,2023-08-02,Maria Santos,50.00,credito
1872,2023-08-03,Carlos Oliveira,200.12,debito
1873,2023-08-04,Ana Souza,75.00,credito
1874,2023-08-05,Fernanda Almeida,120.00,debito
1875,2023-08-06,Ricardo Lima,65.00,credito
1876,2023-08-07,Isabela Ferreira,83.40,debito
1877,2023-08-01,João Silva,150.23,debito
1878,2023-08-02,Maria Santos,50.00,credito
1879,2023-08-03,Carlos Oliveira,200.12,debito
1880,2023-08-04,Ana Souza,75.00,credito
1881,2023-08-05,Fernanda Almeida,120.00,debito
1882,2023-08-06,Ricardo Lima,65.00,credito
1883,2023-08-07,Isabela Ferreira,83.40,debito
1884,2023-08-01,João Silva,150.23,debito
1885,2023-08-02,Maria Santos,50.00,credito
1886,2023-08-03,Carlos Oliveira,200.12,debito
1887,2023-08-04,Ana Souza,75.00,credito
1888,2023-08-05,Fernanda Almeida,120.00,debito
1889,2023-08-06,Ricardo Lima,65.00,credito
1890,2023-08-07,Isabela Ferreira,83.40,debito
1891,2023-08-01,João Silva,150.23,debito
1892,2023-08-02,Maria Santos,50.00,credito
1893,2023-08-03,Carlos Oliveira,200.12,debito
1894,2023-08-04,Ana Souza,75.00,credito
1895,2023-08-05,Fernanda Almeida,120.00,debito
1896,2023-08-06,Ricardo Lima,65.00,credito
1897,2023-08-07,Isabela Ferreira,83.40,debito
1898,2023-08-01,João Silva,150.23,debito
1899,2023-08-02,Maria Santos,50.00,credito
1900,2023-08-03,Carlos Oliveira,200.12,debito
1901,2023-08-04,Ana Souza,75.00,credito
1902,2023-08-05,Fernanda Almeida,120.00,debito
1903,2023-08-06,Ricardo Lima,65.00,credito
1904,2023-08-07,Isabela Ferreira,83.40,debito
1905,2023-08-01,João Silva,150.23,debito
1906,2023-08-02,Maria Santos,50.00,credito
1907,2023-08-03,Carlos Oliveira,200.12,debito
1908,2023-08-04,Ana Souza,75.00,credito
1909,2023-08-05,Fernanda Almeida,120.00,debito
1910,2023-08-06,Ricardo Lima,65.00,credito
1911,2023-08-07,Isabela Ferreira,83.40,debito
1912,2023-08-01,João Silva,150.23,debito
1913,2023-08-02,Maria Santos,50.00,credito
1914,2023-08-03,Carlos Oliveira,200.12,debito
1915,2023-08-04,Ana Souza,75.00,credito
1916,2023-08-05,Fernanda Almeida,120.00,debito
1917,2023-08-06,Ricardo Lima,65.00,credito
1918,2023-08-07,Isabela Ferreira,83.40,debito
1919,2023-08-01,João Silva,150.23,debito
1920,2023-08-02,Maria Santos,50.00,credito
1921,2023-08-03,Carlos Oliveira,200.12,debito
1922,2023-08-04,Ana Souza,75.00,credito
1923,2023-08-05,Fernanda Almeida,120.00,debito
1924,2023-08-06,Ricardo Lima,65.00,credito
1925,2023-08-07,Isabela Ferreira,83.40,debito
1926,2023-08-01,João Silva,150.23,debito
1927,2023-08-02,Maria Santos,50.00,credito
1928,2023-08-03,Carlos Oliveira,200.12,debito
1929,2023-08-04,Ana Souza,75.00,credito
1930,2023-08-05,Fernanda Almeida,120.00,debito
1931,2023-08-06,Ricardo Lima,65.00,credito
1932,2023-08-07,Isabela Ferreira,83.40,debito
1933,2023-08-01,João Silva,150.23,debito
1934,2023-08-02,Maria Santos,50.00,credito
1935,2023-08-03,Carlos Oliveira,200.12,debito
1936,2023-08-04,Ana Souza,75.00,credito
1937,2023-08-05,Fernanda Almeida,120.00,debito
1938,2023-08-06,Ricardo Lima,65.00,credito
1939,2023-08-07,Isabela Ferreira,83.40,debito
1940,2023-08-01,João Silva,150.23,debito
1941,2023-08-02,Maria Santos,50.00,credito
1942,2023-08-03,Carlos Oliveira,200.12,debito
1943,2023-08-04,Ana Souza,75.00,credito
1944,2023-08-05,Fernanda Almeida,120.00,debito
1945,2023-08-06,Ricardo Lima,65.00,credito
1946,2023-08-07,Isabela Ferreira,83.40,debito
1947,2023-08-01,João Silva,150.23,debito
1948,2023-08-02,Maria Santos,50.00,credito
1949,2023-08-03,Carlos Oliveira,200.12,debito
1950,2023-08-04,Ana Souza,75.00,credito
1951,2023-08-05,Fernanda Almeida,120.00,debito
1952,2023-08-06,Ricardo Lima,65.00,credito
1953,2023-08-07,Isabela Ferreira,83.40,debito
1954,2023-08-01,João Silva,150.23,debito
1955,2023-08-02,Maria Santos,50.00,credito
1956,2023-08-03,Carlos Oliveira,200.12,debito
1957,2023-08-04,Ana Souza,75.00,credito
1958,2023-08-05,Fernanda Almeida,120.00,debito
1959,2023-08-06,Ricardo Lima,65.00,credito
1960,2023-08-07,Isabela Ferreira,83.40,debito
1961,2023-08-01,João Silva,150.23,debito
1962,2023-08-02,Maria Santos,50.00,credito
1963,2023-08-03,Carlos Oliveira,200.12,debito
1964,2023-08-04,Ana Souza,75.00,credito
1965,2023-08-05,Fernanda Almeida,120.00,debito
1966,2023-08-06,Ricardo Lima,65.00,credito
1967,2023-08-07,Isabela Ferreira,83.40,debito
1968,2023-08-01,João Silva,150.23,debito
1969,2023-08-02,Maria Santos,50.00,credito
1970,2023-08-03,Carlos Oliveira,200.12,debito
1971,2023-08-04,Ana Souza,75.00,credito
1972,2023-08-05,Fernanda Almeida,120.00,debito
1973,2023-08-06,Ricardo Lima,65.00,credito
1974,2023-08-07,Isabela Ferreira,83.40,debito
1975,2023-08-01,João Silva,150.23,debito
1976,2023-08-02,Maria Santos,50.00,credito
1977,2023-08-03,Carlos Oliveira,200.12,debito
1978,2023-08-04,Ana Souza,75.00,credito
1979,2023-08-05,Fernanda Almeida,120.00,debito
1980,2023-08-06,Ricardo Lima,65.00,credito
1981,2023-08-07,Isabela Ferreira,83.40,debito
1982,2023-08-01,João Silva,150.23,debito
1983,2023-08-02,Maria Santos,50.00,credito
1984,2023-08-03,Carlos Oliveira,200.12,debito
1985,2023-08-04,Ana Souza,75.00,credito
1986,2023-08-05,Fernanda Almeida,120.00,debito
1987,2023-08-06,Ricardo Lima,65.00,credito
1988,2023-08-07,Isabela Ferreira,83.40,debito
1989,2023-08-01,João Silva,150.23,debito
1990,2023-08-02,Maria Santos,50.00,credito
1991,2023-08-03,Carlos Oliveira,200.12,debito
1992,2023-08-04,Ana Souza,75.00,credito
1993,2023-08-05,Fernanda Almeida,120.00,debito
1994,2023-08-06,Ricardo Lima,65.00,credito
1995,2023-08-07,Isabela Ferreira,83.40,debito
1996,2023-08-01,João Silva,150.23,debito
1997,2023-08-02,Maria Santos,50.00,credito
1998,2023-08-03,Carlos Oliveira,200.12,debito
1999,2023-08-04,Ana Souza,75.00,credito
2000,2023-08-05,Fernanda Almeida,120.00,debito
2001,2023-08-06,Ricardo Lima,65.00,credito
2002,2023-08-07,Isabela Ferreira,83.40,debito
2003,2023-08-01,João Silva,150.23,debito
2004,2023-08-02,Maria Santos,50.00,credito
2005,2023-08-03,Carlos Oliveira,200.12,debito
2006,2023-08-04,Ana Souza,75.00,credito
2007,2023-08-05,Fernanda Almeida,120.00,debito
2008,2023-08-06,Ricardo Lima,65.00,credito
2009,2023-08-07,Isabela Ferreira,83.40,debito
2010,2023-08-01,João Silva,150.23,debito
2011,2023-08-02,Maria Santos,50.00,credito
2012,2023-08-03,Carlos Oliveira,200.12,debito
2013,2023-08-04,Ana Souza,75.00,credito
2014,2023-08-05,Fernanda Almeida,120.00,debito
2015,2023-08-06,Ricardo Lima,65.00,credito
2016,2023-08-07,Isabela Ferreira,83.40,debito
2017,2023-08-01,João Silva,150.23,debito
2018,2023-08-02,Maria Santos,50.00,credito
2019,2023-08-03,Carlos Oliveira,200.12,debito
2020,2023-08-04,Ana Souza,75.00,credito
2021,2023-08-05,Fernanda Almeida,120.00,debito
2022,2023-08-06,Ricardo Lima,65.00,credito
2023,2023-08-07,Isabela Ferreira,83.40,debito
2024,2023-08-01,João Silva,150.23,debito
2025,2023-08-02,Maria Santos,50.00,credito
2026,2023-08-03,Carlos Oliveira,200.12,debito
2027,2023-08-04,Ana Souza,75.00,credito
2028,2023-08-05,Fernanda Almeida,120.00,debito
2029,2023-08-06,Ricardo Lima,65.00,credito
2030,2023-08-07,Isabela Ferreira,83.40,debito
2031,2023-08-01,João Silva,150.23,debito
2032,2023-08-02,Maria Santos,50.00,credito
2033,2023-08-03,Carlos Oliveira,200.12,debito
2034,2023-08-04,Ana Souza,75.00,credito
2035,2023-08-05,Fernanda Almeida,120.00,debito
2036,2023-08-06,Ricardo Lima,65.00,credito
2037,2023-08-07,Isabela Ferreira,83.40,debito
2038,2023-08-01,João Silva,150.23,debito
2039,2023-08-02,Maria Santos,50.00,credito
2040,2023-08-03,Carlos Oliveira,200.12,debito
2041,2023-08-04,Ana Souza,75.00,credito
2042,2023-08-05,Fernanda Almeida,120.00,debito
2043,2023-08-06,Ricardo Lima,65.00,credito
2044,2023-08-07,Isabela Ferreira,83.40,debito
2045,2023-08-01,João Silva,150.23,debito
2046,2023-08-02,Maria Santos,50.00,credito
2047,2023-08-03,Carlos Oliveira,200.12,debito
2048,2023-08-04,Ana Souza,75.00,credito
2049,2023-08-05,Fernanda Almeida,120.00,debito
2050,2023-08-06,Ricardo Lima,65.00,credito
2051,2023-08-07,Isabela Ferreira,83.40,debito
2052,2023-08-01,João Silva,150.23,debito
2053,2023-08-02,Maria Santos,50.00,credito
2054,2023-08-03,Carlos Oliveira,200.12,debito
2055,2023-08-04,Ana Souza,75.00,credito
2056,2023-08-05,Fernanda Almeida,120.00,debito
2057,2023-08-06,Ricardo Lima,65.00,credito
2058,2023-08-07,Isabela Ferreira,83.40,debito
2059,2023-08-01,João Silva,150.23,debito
2060,2023-08-02,Maria Santos,50.00,credito
2061,2023-08-03,Carlos Oliveira,200.12,debito
2062,2023-08-04,Ana Souza,75.00,credito
2063,2023-08-05,Fernanda Almeida,120.00,debito
2064,2023-08-06,Ricardo Lima,65.00,credito
2065,2023-08-07,Isabela Ferreira,83.40,debito
2066,2023-08-01,João Silva,150.23,debito
2067,2023-08-02,Maria Santos,50.00,credito
2068,2023-08-03,Carlos Oliveira,200.12,debito
2069,2023-08-04,Ana Souza,75.00,credito
2070,2023-08-05,Fernanda Almeida,120.00,debito
2071,2023-08-06,Ricardo Lima,65.00,credito
2072,2023-08-07,Isabela Ferreira,83.40,debito
2073,2023-08-01,João Silva,150.23,debito
2074,2023-08-02,Maria Santos,50.00,credito
2075,2023-08-03,Carlos Oliveira,200.12,debito
2076,2023-08-04,Ana Souza,75.00,credito
2077,2023-08-05,Fernanda Almeida,120.00,debito
2078,2023-08-06,Ricardo Lima,65.00,credito
2079,2023-08-07,Isabela Ferreira,83.40,debito
2080,2023-08-01,João Silva,150.23,debito
2081,2023-08-02,Maria Santos,50.00,credito
2082,2023-08-03,Carlos Oliveira,200.12,debito
2083,2023-08-04,Ana Souza,75.00,credito
2084,2023-08-05,Fernanda Almeida,120.00,debito
2085,2023-08-06,Ricardo Lima,65.00,credito
2086,2023-08-07,Isabela Ferreira,83.40,debito
2087,2023-08-01,João Silva,150.23,debito
2088,2023-08-02,Maria Santos,50.00,credito
2089,2023-08-03,Carlos Oliveira,200.12,debito
2090,2023-08-04,Ana Souza,75.00,credito
2091,2023-08-05,Fernanda Almeida,120.00,debito
2092,2023-08-06,Ricardo Lima,65.00,credito
2093,2023-08-07,Isabela Ferreira,83.40,debito
2094,2023-08-01,João Silva,150.23,debito
2095,2023-08-02,Maria Santos,50.00,credito
2096,2023-08-03,Carlos Oliveira,200.12,debito
2097,2023-08-04,Ana Souza,75.00,credito
2098,2023-08-05,Fernanda Almeida,120.00,debito
2099,2023-08-06,Ricardo Lima,65.00,credito
2100,2023-08-07,Isabela Ferreira,83.40,debito
2101,2023-08-01,João Silva,150.23,debito
2102,2023-08-02,Maria Santos,50.00,credito
2103,2023-08-03,Carlos Oliveira,200.12,debito
2104,2023-08-04,Ana Souza,75.00,credito
2105,2023-08-05,Fernanda Almeida,120.00,debito
2106,2023-08-06,Ricardo Lima,65.00,credito
2107,2023-08-07,Isabela Ferreira,83.40,debito
2108,2023-08-01,João Silva,150.23,debito
2109,2023-08-02,Maria Santos,50.00,credito
2110,2023-08-03,Carlos Oliveira,200.12,debito
2111,2023-08-04,Ana Souza,75.00,credito
2112,2023-08-05,Fernanda Almeida,120.00,debito
2113,2023-08-06,Ricardo Lima,65.00,credito
2114,2023-08-07,Isabela Ferreira,83.40,debito
2115,2023-08-01,João Silva,150.23,debito
2116,2023-08-02,Maria Santos,50.00,credito
2117,2023-08-03,Carlos Oliveira,200.12,debito
2118,2023-08-04,Ana Souza,75.00,credito
2119,2023-08-05,Fernanda Almeida,120.00,debito
2120,2023-08-06,Ricardo Lima,65.00,credito
2121,2023-08-07,Isabela Ferreira,83.40,debito
2122,2023-08-01,João Silva,150.23,debito
2123,2023-08-02,Maria Santos,50.00,credito
2124,2023-08-03,Carlos Oliveira,200.12,debito
2125,2023-08-04,Ana Souza,75.00,credito
2126,2023-08-05,Fernanda Almeida,120.00,debito
2127,2023-08-06,Ricardo Lima,65.00,credito
2128,2023-08-07,Isabela Ferreira,83.40,debito
2129,2023-08-01,João Silva,150.23,debito
2130,2023-08-02,Maria Santos,50.00,credito
2131,2023-08-03,Carlos Oliveira,200.12,debito
2132,2023-08-04,Ana Souza,75.00,credito
2133,2023-08-05,Fernanda Almeida,120.00,debito
2134,2023-08-06,Ricardo Lima,65.00,credito
2135,2023-08-07,Isabela Ferreira,83.40,debito
2136,2023-08-01,João Silva,150.23,debito
2137,2023-08-02,Maria Santos,50.00,credito
2138,2023-08-03,Carlos Oliveira,200.12,debito
2139,2023-08-04,Ana Souza,75.00,credito
2140,2023-08-05,Fernanda Almeida,120.00,debito
2141,2023-08-06,Ricardo Lima,65.00,credito
2142,2023-08-07,Isabela Ferreira,83.40,debito
2143,2023-08-01,João Silva,150.23,debito
2144,2023-08-02,Maria Santos,50.00,credito
2145,2023-08-03,Carlos Oliveira,200.12,debito
2146,2023-08-04,Ana Souza,75.00,credito
2147,2023-08-05,Fernanda Almeida,120.00,debito
2148,2023-08-06,Ricardo Lima,65.00,credito
2149,2023-08-07,Isabela Ferreira,83.40,debito
2150,2023-08-01,João Silva,150.23,debito
2151,2023-08-02,Maria Santos,50.00,credito
2152,2023-08-03,Carlos Oliveira,200.12,debito
2153,2023-08-04,Ana Souza,75.00,credito
2154,2023-08-05,Fernanda Almeida,120.00,debito
2155,2023-08-06,Ricardo Lima,65.00,credito
2156,2023-08-07,Isabela Ferreira,83.40,debito
2157,2023-08-01,João Silva,150.23,debito
2158,2023-08-02,Maria Santos,50.00,credito
2159,2023-08-03,Carlos Oliveira,200.12,debito
2160,2023-08-04,Ana Souza,75.00,credito
2161,2023-08-05,Fernanda Almeida,120.00,debito
2162,2023-08-06,Ricardo Lima,65.00,credito
2163,2023-08-07,Isabela Ferreira,83.40,debito
2164,2023-08-01,João Silva,150.23,debito
2165,2023-08-02,Maria Santos,50.00,credito
2166,2023-08-03,Carlos Oliveira,200.12,debito
2167,2023-08-04,Ana Souza,75.00,credito
2168,2023-08-05,Fernanda Almeida,120.00,debito
2169,2023-08-06,Ricardo Lima,65.00,credito
2170,2023-08-07,Isabela Ferreira,83.40,debito
2171,2023-08-01,João Silva,150.23,debito
2172,2023-08-02,Maria Santos,50.00,credito
2173,2023-08-03,Carlos Oliveira,200.12,debito
2174,2023-08-04,Ana Souza,75.00,credito
2175,2023-08-05,Fernanda Almeida,120.00,debito
2176,2023-08-06,Ricardo Lima,65.00,credito
2177,2023-08-07,Isabela Ferreira,83.40,debito
2178,2023-08-01,João Silva,150.23,debito
2179,2023-08-02,Maria Santos,50.00,credito
2180,2023-08-03,Carlos Oliveira,200.12,debito
2181,2023-08-04,Ana Souza,75.00,credito
2182,2023-08-05,Fernanda Almeida,120.00,debito
2183,2023-08-06,Ricardo Lima,65.00,credito
2184,2023-08-07,Isabela Ferreira,83.40,debito
2185,2023-08-01,João Silva,150.23,debito
2186,2023-08-02,Maria Santos,50.00,credito
2187,2023-08-03,Carlos Oliveira,200.12,debito
2188,2023-08-04,Ana Souza,75.00,credito
2189,2023-08-05,Fernanda Almeida,120.00,debito
2190,2023-08-06,Ricardo Lima,65.00,credito
2191,2023-08-07,Isabela Ferreira,83.40,debito
2192,2023-08-01,João Silva,150.23,debito
2193,2023-08-02,Maria Santos,50.00,credito
2194,2023-08-03,Carlos Oliveira,200.12,debito
2195,2023-08-04,Ana Souza,75.00,credito
2196,2023-08-05,Fernanda Almeida,120.00,debito
2197,2023-08-06,Ricardo Lima,65.00,credito
2198,2023-08-07,Isabela Ferreira,83.40,debito
2199,2023-08-01,João Silva,150.23,debito
2200,2023-08-02,Maria Santos,50.00,credito
2201,2023-08-03,Carlos Oliveira,200.12,debito
2202,2023-08-04,Ana Souza,75.00,credito
2203,2023-08-05,Fernanda Almeida,120.00,debito
2204,2023-08-06,Ricardo Lima,65.00,credito
2205,2023-08-07,Isabela Ferreira,83.40,debito
2206,2023-08-01,João Silva,150.23,debito
2207,2023-08-02,Maria Santos,50.00,credito
2208,2023-08-03,Carlos Oliveira,200.12,debito
2209,2023-08-04,Ana Souza,75.00,credito
2210,2023-08-05,Fernanda Almeida,120.00,debito
2211,2023-08-06,Ricardo Lima,65.00,credito
2212,2023-08-07,Isabela Ferreira,83.40,debito
2213,2023-08-01,João Silva,150.23,debito
2214,2023-08-02,Maria Santos,50.00,credito
2215,2023-08-03,Carlos Oliveira,200.12,debito
2216,2023-08-04,Ana Souza,75.00,credito
2217,2023-08-05,Fernanda Almeida,120.00,debito
2218,2023-08-06,Ricardo Lima,65.00,credito
2219,2023-08-07,Isabela Ferreira,83.40,debito
2220,2023-08-01,João Silva,150.23,debito
2221,2023-08-02,Maria Santos,50.00,credito
2222,2023-08-03,Carlos Oliveira,200.12,debito
2223,2023-08-04,Ana Souza,75.00,credito
2224,2023-08-05,Fernanda Almeida,120.00,debito
2225,2023-08-06,Ricardo Lima,65.00,credito
2226,2023-08-07,Isabela Ferreira,83.40,debito
2227,2023-08-01,João Silva,150.23,debito
2228,2023-08-02,Maria Santos,50.00,credito
2229,2023-08-03,Carlos Oliveira,200.12,debito
2230,2023-08-04,Ana Souza,75.00,credito
2231,2023-08-05,Fernanda Almeida,120.00,debito
2232,2023-08-06,Ricardo Lima,65.00,credito
2233,2023-08-07,Isabela Ferreira,83.40,debito
2234,2023-08-01,João Silva,150.23,debito
2235,2023-08-02,Maria Santos,50.00,credito
2236,2023-08-03,Carlos Oliveira,200.12,debito
2237,2023-08-04,Ana Souza,75.00,credito
2238,2023-08-05,Fernanda Almeida,120.00,debito
2239,2023-08-06,Ricardo Lima,65.00,credito
2240,2023-08-07,Isabela Ferreira,83.40,debito
2241,2023-08-01,João Silva,150.23,debito
2242,2023-08-02,Maria Santos,50.00,credito
2243,2023-08-03,Carlos Oliveira,200.12,debito
2244,2023-08-04,Ana Souza,75.00,credito
2245,2023-08-05,Fernanda Almeida,120.00,debito
2246,2023-08-06,Ricardo Lima,65.00,credito
2247,2023-08-07,Isabela Ferreira,83.40,debito
2248,2023-08-01,João Silva,150.23,debito
2249,2023-08-02,Maria Santos,50.00,credito
2250,2023-08-03,Carlos Oliveira,200.12,debito
2251,2023-08-04,Ana Souza,75.00,credito
2252,2023-08-05,Fernanda Almeida,120.00,debito
2253,2023-08-06,Ricardo Lima,65.00,credito
2254,2023-08-07,Isabela Ferreira,83.40,debito
2255,2023-08-01,João Silva,150.23,debito
2256,2023-08-02,Maria Santos,50.00,credito
2257,2023-08-03,Carlos Oliveira,200.12,debito
2258,2023-08-04,Ana Souza,75.00,credito
2259,2023-08-05,Fernanda Almeida,120.00,debito
2260,2023-08-06,Ricardo Lima,65.00,credito
2261,2023-08-07,Isabela Ferreira,83.40,debito
2262,2023-08-01,João Silva,150.23,debito
2263,2023-08-02,Maria Santos,50.00,credito
2264,2023-08-03,Carlos Oliveira,200.12,debito
2265,2023-08-04,Ana Souza,75.00,credito
2266,2023-08-05,Fernanda Almeida,120.00,debito
2267,2023-08-06,Ricardo Lima,65.00,credito
2268,2023-08-07,Isabela Ferreira,83.40,debito
2269,2023-08-01,João Silva,150.23,debito
2270,2023-08-02,Maria Santos,50.00,credito
2271,2023-08-03,Carlos Oliveira,200.12,debito
2272,2023-08-04,Ana Souza,75.00,credito
2273,2023-08-05,Fernanda Almeida,120.00,debito
2274,2023-08-06,Ricardo Lima,65.00,credito
2275,2023-08-07,Isabela Ferreira,83.40,debito
2276,2023-08-01,João Silva,150.23,debito
2277,2023-08-02,Maria Santos,50.00,credito
2278,2023-08-03,Carlos Oliveira,200.12,debito
2279,2023-08-04,Ana Souza,75.00,credito
2280,2023-08-05,Fernanda Almeida,120.00,debito
2281,2023-08-06,Ricardo Lima,65.00,credito
2282,2023-08-07,Isabela Ferreira,83.40,debito
2283,2023-08-01,João Silva,150.23,debito
2284,2023-08-02,Maria Santos,50.00,credito
2285,2023-08-03,Carlos Oliveira,200.12,debito
2286,2023-08-04,Ana Souza,75.00,credito
2287,2023-08-05,Fernanda Almeida,120.00,debito
2288,2023-08-06,Ricardo Lima,65.00,credito
2289,2023-08-07,Isabela Ferreira,83.40,debito
2290,2023-08-01,João Silva,150.23,debito
2291,2023-08-02,Maria Santos,50.00,credito
2292,2023-08-03,Carlos Oliveira,200.12,debito
2293,2023-08-04,Ana Souza,75.00,credito
2294,2023-08-05,Fernanda Almeida,120.00,debito
2295,2023-08-06,Ricardo Lima,65.00,credito
2296,2023-08-07,Isabela Ferreira,83.40,debito
2297,2023-08-01,João Silva,150.23,debito
2298,2023-08-02,Maria Santos,50.00,credito
2299,2023-08-03,Carlos Oliveira,200.12,debito
2300,2023-08-04,Ana Souza,75.00,credito
2301,2023-08-05,Fernanda Almeida,120.00,debito
2302,2023-08-06,Ricardo Lima,65.00,credito
2303,2023-08-07,Isabela Ferreira,83.40,debito
2304,2023-08-01,João Silva,150.23,debito
2305,2023-08-02,Maria Santos,50.00,credito
2306,2023-08-03,Carlos Oliveira,200.12,debito
2307,2023-08-04,Ana Souza,75.00,credito
2308,2023-08-05,Fernanda Almeida,120.00,debito
2309,2023-08-06,Ricardo Lima,65.00,credito
2310,2023-08-07,Isabela Ferreira,83.40,debito
2311,2023-08-01,João Silva,150.23,debito
2312,2023-08-02,Maria Santos,50.00,credito
2313,2023-08-03,Carlos Oliveira,200.12,debito
2314,2023-08-04,Ana Souza,75.00,credito
2315,2023-08-05,Fernanda Almeida,120.00,debito
2316,2023-08-06,Ricardo Lima,65.00,credito
2317,2023-08-07,Isabela Ferreira,83.40,debito
2318,2023-08-01,João Silva,150.23,debito
2319,2023-08-02,Maria Santos,50.00,credito
2320,2023-08-03,Carlos Oliveira,200.12,debito
2321,2023-08-04,Ana Souza,75.00,credito
2322,2023-08-05,Fernanda Almeida,120.00,debito
2323,2023-08-06,Ricardo Lima,65.00,credito
2324,2023-08-07,Isabela Ferreira,83.40,debito
2325,2023-08-01,João Silva,150.23,debito
